Year,GEOID,Inflow_Household,Inflow_Individual,Inflow_AGI,Outflow_Household,Outflow_Individual,Outflow_AGI
2016,29123,343,711,11881,293,613,10902
2016,29125,356,777,13324,257,498,8353
2016,29127,818,1601,31888,881,1774,38534
2016,29129,84,178,2548,101,214,3865
2016,29131,872,1796,34676,828,1621,28270
2016,29133,261,502,7600,275,582,9240
2016,29135,463,929,18750,399,810,16652
2016,29137,291,596,11392,295,570,9764
2016,29139,370,701,13835,345,692,11404
2016,29141,844,1675,39578,733,1442,26318
2016,29143,528,1099,17236,588,1268,21876
2016,29145,2305,4973,106364,2174,4552,98383
2016,29147,511,953,20618,700,1187,27263
2016,29149,261,567,7762,207,484,5634
2016,29151,297,561,13203,305,543,12076
2016,29153,272,603,10809,203,434,6207
2016,29155,345,773,9414,453,1031,15152
2016,29157,444,820,18391,420,822,16995
2016,29159,1190,2532,47811,1290,2497,48423
2016,29161,1333,2639,56986,1691,3157,69978
2016,29163,489,985,18724,473,938,16918
2016,29165,6782,13065,441091,6072,11212,383158
2016,29167,1150,2610,48238,1006,2030,38918
2016,29169,3086,7878,141140,3706,9597,182720
2016,29171,128,258,5126,113,235,3584
2016,29173,378,821,20689,355,682,13852
2016,29175,655,1275,25114,703,1419,26499
2016,29177,885,1878,40406,756,1522,33907
2016,29179,117,261,3955,135,288,3513
2016,29181,343,758,12086,255,560,7037
2016,29183,14295,27594,902055,12153,23163,832505
2016,29185,272,536,9245,191,392,6022
2016,29186,552,1163,26951,553,1064,20349
2016,29187,1726,3464,69177,1631,3274,63932
2016,29189,31126,57989,1953782,34725,63969,2395863
2016,29195,468,893,16794,594,1172,21987
2016,29197,112,227,3424,76,177,2505
2016,29199,68,136,1936,98,184,3407
2016,29201,1142,2382,42577,1274,2632,46722
2016,29203,198,410,6059,138,285,3763
2016,29205,146,284,5263,185,388,6436
2016,29207,734,1536,27555,751,1596,30553
2016,29209,1564,3229,92092,1330,2527,53795
2016,29211,147,285,4670,237,478,7474
2016,29213,2550,5026,115495,2219,4349,81246
2016,29215,668,1514,25771,713,1604,24750
2016,29217,489,1020,17239,574,1141,21363
2016,29219,1616,3229,93800,1339,2630,62520
2016,29221,634,1422,22122,565,1177,16431
2016,29223,393,836,12841,272,535,7948
2016,29225,1545,3389,65861,1282,2771,52200
2016,29227,43,75,1357,32,63,1096
2016,29229,597,1417,21762,539,1247,17148
2016,30001,365,684,16913,395,660,12877
2016,30003,193,411,6127,243,522,9690
2016,30005,113,258,3940,142,286,4439
2016,30007,325,683,17074,194,414,9885
2016,30009,541,1075,33133,406,707,22274
2016,30011,-1,-1,-1,-1,-1,-1
2016,30013,2856,5679,134757,3435,6999,168825
2016,30015,121,240,5319,145,289,6724
2016,30017,349,671,13631,456,885,20677
2016,30019,27,49,1452,23,47,1408
2016,30021,229,459,10793,420,869,30139
2016,30023,335,662,14222,259,468,9776
2016,30025,24,51,1115,110,229,6163
2016,30027,364,690,17098,368,715,15443
2016,30029,3969,7548,280965,2654,4795,125110
2016,30031,6433,11091,420972,4945,8002,233991
2016,30033,26,43,870,29,59,943
2016,30035,227,467,12420,305,566,10734
2016,30037,22,46,983,27,45,1378
2016,30039,133,235,7414,107,186,4180
2016,30041,413,804,17666,510,1037,24730
2016,30043,609,1353,40177,471,915,27798
2016,30045,51,102,2109,41,71,1702
2016,30047,1104,2205,64012,821,1626,35427
2016,30049,2763,5137,161532,2286,4103,113906
2016,30051,44,87,2013,39,75,1430
2016,30053,804,1609,36417,508,973,21764
2016,30055,26,47,1687,34,60,1588
2016,30057,447,836,26720,242,443,12639
2016,30059,37,77,2240,40,61,1587
2016,30061,226,459,19656,149,284,6730
2016,30063,4980,8232,254045,4794,7961,198743
2016,30065,185,374,7990,152,325,7239
2016,30067,965,1577,57676,692,1116,25804
2016,30069,-1,-1,-1,-1,-1,-1
2016,30071,80,167,3025,69,180,2729
2016,30073,127,234,5098,170,304,7422
2016,30075,23,46,984,29,67,1002
2016,30077,236,417,11287,171,350,6147
2016,30079,36,69,1545,22,50,1349
2016,30081,1981,3868,116050,1286,2383,53290
2016,30083,378,767,20302,615,1214,32104
2016,30085,188,371,7123,265,546,12714
2016,30087,223,448,9136,268,559,13323
2016,30089,523,1095,25162,331,656,12990
2016,30091,59,106,2591,130,276,6198
2016,30093,1007,1807,46131,1036,1869,46004
2016,30095,394,824,24907,357,657,19967
2016,30097,131,284,9383,107,192,5215
2016,30099,217,441,8799,150,307,8852
2016,30101,117,248,5486,149,280,9259
2016,30103,24,49,807,26,51,1020
2016,30105,191,383,7726,223,416,11289
2016,30107,44,97,1633,66,123,2482
2016,30109,-1,-1,-1,33,69,1638
2016,30111,4700,8829,247128,4880,9143,265470
2016,31001,934,1745,39046,974,1828,41230
2016,31003,142,278,5497,146,301,5918
2016,31005,-1,-1,-1,-1,-1,-1
2016,31007,-1,-1,-1,22,45,988
2016,31009,-1,-1,-1,-1,-1,-1
2016,31011,119,245,4238,122,211,5145
2016,31013,268,535,11037,397,821,19761
2016,31015,22,45,656,-1,-1,-1
2016,31017,67,124,3201,76,120,2979
2016,31019,1530,2860,73399,1789,3464,85224
2016,31021,192,385,8278,180,349,7404
2016,31023,216,420,9513,168,326,7716
2016,31025,1230,2624,76588,1012,1993,55234
2016,31027,205,403,8221,206,389,8826
2016,31029,79,196,4091,87,159,3356
2016,31031,162,354,6760,202,404,8513
2016,31033,284,575,13140,535,1108,43199
2016,31035,184,391,7690,166,304,8452
2016,31037,252,511,8920,450,917,19013
2016,31039,228,470,10303,217,408,8755
2016,31041,310,632,12936,293,568,11638
2016,31043,670,1379,24115,900,1827,34649
2016,31045,245,464,8185,320,537,11195
2016,31047,651,1288,25252,871,1760,33801
2016,31049,59,139,2772,66,119,2314
2016,31051,161,351,6633,142,303,6745
2016,31053,1072,2033,49570,1142,2206,49921
2016,31055,18508,34094,1035262,18819,36350,1273678
2016,31057,27,50,1195,24,52,809
2016,31059,130,267,5282,170,302,6811
2016,31061,73,173,3119,79,150,3066
2016,31063,80,165,3160,75,148,2157
2016,31065,122,284,5075,136,271,5581
2016,31067,626,1241,29000,617,1140,30296
2016,31069,68,136,2498,41,87,1544
2016,31071,53,95,2017,31,60,858
2016,31073,70,149,2788,72,167,4178
2016,31075,-1,-1,-1,-1,-1,-1
2016,31077,65,141,1657,70,119,2869
2016,31079,1740,3343,72702,2156,4150,90503
2016,31081,325,651,17184,321,577,17015
2016,31083,79,148,3583,77,148,2698
2016,31085,-1,-1,-1,-1,-1,-1
2016,31087,88,171,2956,58,122,2517
2016,31089,255,534,9829,241,466,10636
2016,31091,-1,-1,-1,-1,-1,-1
2016,31093,190,382,8562,177,350,6830
2016,31095,168,335,6592,214,389,7408
2016,31097,116,247,5150,118,230,4781
2016,31099,239,488,10947,248,452,9412
2016,31101,274,538,12923,307,622,15192
2016,31103,-1,-1,-1,-1,-1,-1
2016,31105,105,203,3823,128,239,5076
2016,31107,207,418,9944,218,404,10014
2016,31109,7845,14201,408932,9165,16526,515185
2016,31111,975,1810,45325,1046,2118,54409
2016,31113,21,48,841,26,57,1059
2016,31115,23,41,1203,28,52,802
2016,31117,-1,-1,-1,-1,-1,-1
2016,31119,1072,2123,45022,1251,2379,59409
2016,31121,262,551,9969,284,584,12806
2016,31123,129,255,4768,128,257,4529
2016,31125,90,168,3379,82,175,3499
2016,31127,203,372,9158,259,500,13280
2016,31129,102,196,3741,95,169,3482
2016,31131,565,1158,30333,562,1097,28574
2016,31133,61,118,2307,75,172,2510
2016,31135,65,144,2762,57,114,2834
2016,31137,261,535,11298,327,648,14910
2016,31139,203,414,8950,224,427,11603
2016,31141,948,1920,41843,999,1912,44507
2016,31143,156,334,6188,132,268,6104
2016,31145,265,534,11268,364,703,16385
2016,31147,186,375,7918,185,325,6604
2016,31149,39,77,1836,33,77,1527
2016,31151,419,878,18024,455,872,19371
2016,31153,10015,21123,594876,9452,19782,568878
2016,31155,809,1699,63498,705,1352,39285
2016,31157,885,1727,39058,1093,2170,54255
2016,31159,618,1238,32979,538,1017,25563
2016,31161,157,299,5654,141,257,5472
2016,31163,107,214,4111,70,138,3207
2016,31165,-1,-1,-1,49,109,1507
2016,31167,205,465,10284,224,449,10118
2016,31169,156,319,6146,140,272,6485
2016,31171,-1,-1,-1,-1,-1,-1
2016,31173,134,307,4502,132,259,4471
2016,31175,98,201,4231,111,217,3913
2016,31177,807,1759,58316,716,1335,43456
2016,31179,269,527,11199,292,533,11474
2016,31181,85,179,2820,97,191,3389
2016,31183,-1,-1,-1,-1,-1,-1
2016,31185,435,847,19071,489,911,21672
2016,32001,1234,2471,52706,1072,2208,52673
2016,32003,64160,122017,3894487,47351,90720,2701278
2016,32005,2731,4872,237554,2196,3893,150712
2016,32007,1736,3769,91407,1804,3703,112458
2016,32009,40,74,1565,-1,-1,-1
2016,32011,71,161,5036,69,146,4382
2016,32013,568,1154,32616,622,1369,37329
2016,32015,184,394,8493,246,517,14893
2016,32017,127,296,5884,103,233,4457
2016,32019,3495,7057,172954,2436,4864,109541
2016,32021,135,265,5291,108,176,4144
2016,32023,2304,4408,119344,1482,2892,73711
2016,32027,162,347,7653,169,389,7716
2016,32029,273,494,13871,206,371,10490
2016,32031,15297,27459,1181291,12261,22264,767226
2016,32033,277,536,12114,299,629,15562
2016,33001,3016,5230,215281,2570,4379,146121
2016,33003,2307,4083,191192,1611,2676,87958
2016,33005,2476,4246,142420,2306,3904,140817
2016,33007,943,1665,47890,919,1575,40920
2016,33009,3957,6562,333838,4121,6680,257006
2016,33011,14746,24864,975867,14672,25163,1000213
2016,33013,6432,11218,481748,5781,9745,351416
2016,33015,13641,23622,1094365,12169,19942,856391
2016,33017,5492,9063,312631,5101,8589,306518
2016,33019,1603,2850,120921,1519,2677,99009
2016,34001,5520,9902,325789,6651,11830,363040
2016,34003,25420,47626,2410862,27479,48747,2511241
2016,34005,14598,27615,977491,15067,28284,1115778
2016,34007,14211,25369,843262,15630,28510,1048949
2016,34009,3079,5586,272540,2814,4750,179363
2016,34011,2260,4209,88651,3181,6084,150340
2016,34013,22223,41094,1803132,24350,45013,2044731
2016,34015,8414,15578,482248,8424,15046,571680
2016,34017,28804,42343,2539324,33746,61289,3373637
2016,34019,4427,8240,461590,4238,7213,435911
2016,34021,10535,19533,958753,12248,22221,1228468
2016,34023,25038,47476,1827348,30444,57465,2431161
2016,34025,16693,30786,1656833,17530,29723,1579039
2016,34027,16187,29577,1785552,17601,30927,2009989
2016,34029,16079,28808,1206546,13596,23595,884985
2016,34031,11965,21817,757204,14885,27980,984642
2016,34033,1715,3379,86210,1840,3438,98341
2016,34035,12916,24388,1312745,13666,25099,1474312
2016,34037,4608,8177,328856,4676,8278,362975
2016,34039,16198,30731,1352480,18341,33737,1449417
2016,34041,3756,6734,231137,3796,6770,255146
2016,35001,17507,31834,925940,18907,36418,1074467
2016,35003,91,186,4529,84,145,4412
2016,35005,1144,2502,52553,1543,3240,75676
2016,35006,511,1097,17879,521,1083,19880
2016,35007,357,700,16179,404,727,17284
2016,35009,2096,4569,85665,2632,6096,129435
2016,35011,31,71,866,23,54,959
2016,35013,5558,11356,259651,5628,11054,250814
2016,35015,1432,3258,93641,1739,3779,102000
2016,35017,740,1345,39304,772,1545,36823
2016,35019,65,137,1906,92,177,2876
2016,35021,-1,-1,-1,-1,-1,-1
2016,35023,84,186,2718,88,188,4781
2016,35025,1258,2883,57410,1903,4266,97678
2016,35027,805,1514,53492,687,1268,36631
2016,35028,959,1936,75732,714,1403,70206
2016,35029,528,1091,18271,616,1360,22549
2016,35031,1669,3721,55817,2355,5305,82621
2016,35033,98,179,4131,75,141,3297
2016,35035,2599,5625,115121,2876,6333,131614
2016,35037,220,465,7032,204,392,7483
2016,35039,785,1445,33816,774,1457,31757
2016,35041,646,1285,22781,904,1792,31185
2016,35043,6804,14100,400835,5356,10899,311319
2016,35045,2627,5688,109487,3172,6902,163670
2016,35047,590,1130,24310,698,1275,26520
2016,35049,5656,9448,481251,4816,8304,329533
2016,35051,385,712,17742,343,643,11099
2016,35053,385,760,16146,482,895,16869
2016,35055,956,1535,57325,830,1360,33202
2016,35057,464,999,16482,414,861,15780
2016,35059,95,184,3570,90,166,3343
2016,35061,1939,4037,80293,1721,3523,73163
2016,36001,10437,17087,590804,11961,19665,829324
2016,36003,958,1833,38762,1157,2133,46062
2016,36005,27507,50358,1056643,40550,78167,1799121
2016,36007,3592,6319,159426,4746,8054,236968
2016,36009,1682,3144,72833,1903,3346,76862
2016,36011,1720,3018,78612,1848,3262,83031
2016,36013,1928,3427,95617,2318,3995,101410
2016,36015,1857,3397,93643,2262,4121,125109
2016,36017,1204,2178,48474,1365,2391,57555
2016,36019,1413,2446,73616,1542,2533,73532
2016,36021,1862,3010,124744,1785,2985,102459
2016,36023,1244,2162,55293,1337,2292,59694
2016,36025,1241,2174,58870,1349,2346,61438
2016,36027,8035,14016,568954,7870,13162,530692
2016,36029,13653,23529,735497,15165,25988,897927
2016,36031,1210,2095,79091,1131,1890,52253
2016,36033,926,1668,47610,951,1624,41731
2016,36035,1403,2584,62895,1396,2421,61377
2016,36037,1477,2566,60598,1633,2735,74087
2016,36039,1537,2660,91229,1386,2337,73764
2016,36041,183,294,11323,163,286,8038
2016,36043,1373,2469,57118,1547,2703,64431
2016,36045,5757,12976,258048,6767,16592,297771
2016,36047,68044,97744,4689504,88283,156486,6039944
2016,36049,593,1173,28247,642,1268,26992
2016,36051,1669,2969,82264,1806,3094,85708
2016,36053,2241,4041,120770,2287,3978,107596
2016,36055,12653,21168,731886,15946,26998,961483
2016,36057,1415,2710,57070,1481,2737,61256
2016,36059,29837,57139,2721398,35442,61580,3464753
2016,36061,76175,102852,9011293,99141,149889,13345742
2016,36063,4488,7944,209610,4822,8019,225568
2016,36065,4132,7454,178542,4655,8082,222620
2016,36067,9202,15737,520548,11835,20168,698523
2016,36069,3948,7041,235699,3618,6157,217047
2016,36071,10530,20929,682220,11869,21591,732462
2016,36073,1047,1900,43344,1180,2070,47190
2016,36075,2760,4891,120479,3040,5367,146037
2016,36077,1676,2958,81913,1828,3085,84277
2016,36079,3549,6520,282408,3578,6000,331376
2016,36081,52278,84111,2916816,71841,131300,4579641
2016,36083,5902,9579,288517,6059,10133,321122
2016,36085,9648,19417,527230,11496,22081,935966
2016,36087,5843,12298,468362,7690,14111,674996
2016,36089,1579,2932,80627,1845,3368,87095
2016,36091,9648,16710,772802,8575,14713,587168
2016,36093,5263,9241,283010,5495,9649,329906
2016,36095,869,1497,41347,853,1433,37977
2016,36097,639,1130,29734,616,1065,25060
2016,36099,941,1587,41665,1018,1771,41969
2016,36101,2216,4128,125889,2477,4624,143659
2016,36103,25337,44368,2060868,30769,52596,2504573
2016,36105,2207,4358,107520,2093,4147,102482
2016,36107,1502,2726,65399,1597,2846,77328
2016,36109,3402,5286,181816,4271,6727,234358
2016,36111,4948,8250,291288,4981,8306,264155
2016,36113,2651,4430,133619,2540,4156,123756
2016,36115,1975,3452,87141,2026,3489,89048
2016,36117,2608,4772,121534,2787,4907,134613
2016,36119,24662,45360,3140086,27462,49846,3439456
2016,36121,1028,1834,44701,1061,1812,43828
2016,36123,648,1105,36619,724,1238,29568
2016,37001,5684,11173,279496,4127,7922,197732
2016,37003,980,2013,44830,905,1822,41566
2016,37005,269,507,17127,182,321,7377
2016,37007,478,1027,17108,445,954,16535
2016,37009,763,1510,47245,447,875,18889
2016,37011,610,1072,40473,449,844,20547
2016,37013,1223,2489,66203,1162,2280,53653
2016,37015,386,824,13035,420,842,13614
2016,37017,678,1439,23693,701,1475,25115
2016,37019,8047,14966,686592,3961,7568,222439
2016,37021,11088,18696,724232,9835,16655,475516
2016,37023,2395,4775,105099,2029,3970,80928
2016,37025,9874,20804,570290,7572,15402,461335
2016,37027,1905,3814,79529,1701,3263,76909
2016,37029,506,1256,27705,426,975,23890
2016,37031,3053,6094,210855,2589,4964,127800
2016,37033,603,1209,21821,540,1105,19666
2016,37035,5242,10369,307604,4571,8762,237129
2016,37037,3598,7365,403471,2469,4603,185465
2016,37039,1066,1988,55137,767,1476,29583
2016,37041,368,733,18287,367,755,16145
2016,37043,488,985,25044,319,605,12018
2016,37045,2518,5322,106455,2320,4591,87511
2016,37047,913,1890,31357,970,1967,34794
2016,37049,4891,9865,243057,5278,11236,242763
2016,37051,16106,35053,658680,18937,43238,880746
2016,37053,1415,3037,83690,968,1994,54906
2016,37055,1672,3128,128272,1378,2397,66541
2016,37057,4988,10080,241511,4350,8512,202672
2016,37059,1521,3257,100750,1219,2439,77149
2016,37061,1204,2634,45401,1333,3037,46243
2016,37063,17044,27512,1079773,16493,29328,1041322
2016,37065,1397,3001,31459,1636,3352,48167
2016,37067,12956,24324,718942,11098,21004,678930
2016,37069,2880,6132,157288,2035,4284,101800
2016,37071,7766,15058,370034,5900,11650,293803
2016,37073,268,593,11333,244,506,9012
2016,37075,160,316,5965,138,297,4856
2016,37077,2188,4491,123246,1623,3219,79621
2016,37079,479,1022,15790,483,1038,15172
2016,37081,16663,31615,901520,16815,30770,899342
2016,37083,1008,2059,38198,1252,2471,45622
2016,37085,7316,17777,348340,6551,17228,332103
2016,37087,2432,4386,133661,1623,2951,73290
2016,37089,5144,9563,321232,3757,6964,191794
2016,37091,469,938,15250,495,998,23088
2016,37093,3189,7581,135135,3078,7819,140496
2016,37095,106,199,3979,114,209,4336
2016,37097,7202,14953,560939,5695,11057,389444
2016,37099,1549,2758,81090,1380,2353,54987
2016,37101,8768,18993,489320,6204,12939,323873
2016,37103,407,865,15746,348,727,14139
2016,37105,2356,4781,124754,2024,4239,98962
2016,37107,1282,2743,43744,1579,3342,59277
2016,37109,3462,7278,268249,2515,5018,179282
2016,37111,1135,2251,54117,970,1818,34192
2016,37113,1294,2472,74840,854,1524,38100
2016,37115,841,1573,40088,613,1144,23927
2016,37117,478,978,15471,533,1100,16837
2016,37119,45371,81178,3222932,42953,81801,3150709
2016,37121,347,687,14884,348,667,11782
2016,37123,652,1349,32180,576,1185,29283
2016,37125,4511,9812,344992,3394,7106,211220
2016,37127,3018,6238,114825,3025,6130,151560
2016,37129,10174,18142,681405,8841,15323,433617
2016,37131,474,939,17117,509,1058,17684
2016,37133,13870,30254,595776,15039,35266,645901
2016,37135,7561,13955,572335,7784,13290,532048
2016,37137,386,736,24868,373,707,15609
2016,37139,1584,3336,72870,1544,3329,65762
2016,37141,3181,7081,203239,2169,4520,109372
2016,37143,527,1112,27193,452,939,17970
2016,37145,975,1963,41976,792,1580,34793
2016,37147,5315,10122,244307,5643,10458,276769
2016,37149,895,1614,80613,626,1115,29074
2016,37151,3556,7151,159882,3393,6687,148110
2016,37153,806,1684,25457,861,1774,31407
2016,37155,1797,3898,57664,2249,4809,76258
2016,37157,2074,4208,89167,2036,4013,88084
2016,37159,4423,8835,192730,3689,7267,154479
2016,37161,1530,3167,84732,1217,2349,49130
2016,37163,1288,2836,47434,1354,2893,49199
2016,37165,734,1559,25282,814,1729,31171
2016,37167,1644,3378,81788,1324,2579,59372
2016,37169,1313,2625,53348,1211,2344,49250
2016,37171,1529,3035,59402,1490,2872,60184
2016,37173,595,1093,22077,429,815,14551
2016,37175,1311,2467,89010,879,1583,39280
2016,37177,80,165,2031,100,206,3013
2016,37179,8527,20553,811281,6710,14359,606955
2016,37181,976,1974,51887,1065,2114,38945
2016,37183,42336,81677,3100867,37733,70137,2577326
2016,37185,553,1101,26154,451,851,18096
2016,37187,235,459,7411,276,509,10064
2016,37189,1965,3456,118186,1976,3082,82926
2016,37191,3301,6893,129405,3878,8421,173415
2016,37193,1272,2496,56712,1149,2225,47093
2016,37195,1986,4066,81970,1913,3845,85805
2016,37197,990,2027,39038,902,1815,34545
2016,37199,583,1093,27029,376,718,12695
2016,38001,53,101,3093,52,90,2789
2016,38003,297,514,16232,438,748,19601
2016,38005,113,256,3606,124,254,4294
2016,38007,-1,-1,-1,27,52,1571
2016,38009,169,326,8806,219,400,10892
2016,38011,35,69,1868,124,234,5730
2016,38013,35,57,1858,108,236,6044
2016,38015,3342,6013,186019,3865,6801,221450
2016,38017,7515,12834,344159,7763,13395,408002
2016,38019,55,103,2606,68,123,3713
2016,38021,97,198,3725,172,343,7933
2016,38023,31,56,2204,132,231,6574
2016,38025,215,435,11045,280,534,14126
2016,38027,67,128,3417,56,96,2344
2016,38029,59,96,2565,52,103,2470
2016,38031,63,110,2066,95,181,4410
2016,38033,-1,-1,-1,32,74,1608
2016,38035,2778,4994,126242,3699,6694,190696
